Track Name,Artist Name,Acousticness,Danceability,Energy,Instrumentalness,Speechiness,Liveness,Loudness,Tempo,Valence,Popularity,Release Date,Genres
Heatwave,Martha Reeves & The Vandellas,0.569,0.543,0.856,0.00938,0.05,0.267,-3.622,82.946,0.852,39,1/1/2013,"['classic girl group', 'classic soul', 'motown', 'soul', 'southern soul']"
In My Soul - Internal Affairs,Goldie,0.00171,0.648,0.923,0.609,0.0644,0.282,-6.303,149.946,0.79,10,1/1/2013,"['atmospheric dnb', 'drum and bass', 'jungle']"
Lolita,Purling Hiss,1.41E-06,0.285,0.868,0.428,0.0428,0.189,-7.312,124.302,0.539,3,5/15/2012,"['philly indie', 'psychedelic punk']"
O Little Light,Hiss Golden Messenger,0.785,0.715,0.267,0.00264,0.0337,0.0825,-9.91,127.261,0.342,22,11/22/2010,"['alternative country', 'indie folk', 'modern folk rock', 'new americana', 'north carolina indie', 'north carolina roots', 'stomp and holler']"
Pittura Infamante,Girls Names,0.143,0.289,0.66,0.777,0.0279,0.114,-6.72,139.817,0.382,6,2/26/2013,"['belfast indie', 'northern irish indie', 'popgaze']"
Set Me Free,The Heavy,0.0352,0.798,0.922,8.49E-06,0.0749,0.729,-4.619,113.988,0.857,33,10/29/2007,"['bath indie', 'modern blues rock']"
Waterfall,Torres,0.885,0.168,0.151,0.648,0.0447,0.0889,-17.86,68.919,0.083,8,2013,['art pop']
Asuf D Alwa,Tinariwen,0.884,0.548,0.537,2.43E-05,0.0468,0.12,-9.056,156.151,0.49,15,8/30/2011,"['afropop', 'desert blues', 'malian blues', 'musique touareg', 'tuareg guitar', 'western saharan folk', 'world']"
Daydreaming,Dark Dark Dark,0.936,0.554,0.253,0.145,0.0328,0.118,-12.083,139.818,0.192,35,10/5/2010,"['chamber folk', 'chicago indie']"
Hacker,Death Grips,0.0567,0.681,0.88,0,0.227,0.0893,-3.895,124.885,0.38,56,4/23/2012,"['escape room', 'experimental hip hop', 'industrial hip hop']"
Heart Of Hearts,!!!,0.000501,0.627,0.931,0.0956,0.0523,0.125,-6.571,119.104,0.398,26,3/5/2007,"['alternative dance', 'dance rock', 'dance-punk', 'electronica', 'neo-synthpop', 'new rave', 'sacramento indie']"
Honeysuckle Blue,Celebration,0.182,0.367,0.308,0.0918,0.0442,0.241,-15.182,109.997,0.255,0,8/2/2011,['baltimore indie']
I Come From The Mountain,Thee Oh Sees,6.12E-05,0.234,0.939,0.849,0.0449,0.118,-6.856,89.679,0.588,38,4/16/2013,"['bay area indie', 'double drumming', 'garage pop', 'garage rock', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'psychedelic punk']"
Meat Grinder,Madvillain,0.359,0.571,0.717,3.12E-06,0.336,0.797,-8.333,87.54,0.881,70,3/24/2004,"['abstract hip hop', 'alternative hip hop', 'hip hop', 'psychedelic hip hop']"
Province,TV On The Radio,0.345,0.553,0.864,0.0116,0.0494,0.143,-7.825,130.028,0.344,33,7/3/2006,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop']"
Shallow Tears,Light Asylum,0.00394,0.528,0.888,0.000796,0.0371,0.138,-3.887,118.026,0.0695,33,5/1/2012,"['grave wave', 'metropopolis']"
Swim and Sleep [Like a Shark],Unknown Mortal Orchestra,0.124,0.766,0.806,0.171,0.0403,0.119,-10.011,123.51,0.76,57,3/16/2023,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']"
The Hollows,Why?,0.0838,0.547,0.712,8.02E-05,0.0294,0.112,-5.407,124.786,0.361,30,3/11/2008,"['abstract hip hop', 'bay area indie']"
All Day Sucker,Stevie Wonder,0.0733,0.685,0.604,2.89E-06,0.0299,0.0809,-9.285,105.879,0.854,40,9/28/1976,"['motown', 'soul']"
Andro,Oneohtrix Point Never,0.00232,0.149,0.821,0.952,0.0869,0.181,-9.602,104.661,0.134,31,11/8/2011,"['ambient', 'art pop', 'drone', 'experimental pop', 'fluxwork', 'hauntology', 'hypnagogic pop', 'intelligent dance music', 'wonky']"
Beautiful Feeling,PJ Harvey,0.942,0.381,0.142,0.0793,0.0357,0.155,-15.057,117.846,0.0372,41,1/1/2000,"['alternative rock', 'art pop', 'melancholia', 'permanent wave', 'piano rock', 'singer-songwriter']"
Bodies,The Smashing Pumpkins,5.01E-06,0.401,0.918,0.881,0.0694,0.365,-8.204,108.305,0.378,46,1995,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
Genesis,Grimes,0.0764,0.611,0.677,0.0698,0.034,0.241,-6.745,166.04,0.233,73,2/21/2012,"['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop']"
If I Had A Heart,Fever Ray,0.789,0.403,0.241,0.792,0.0296,0.108,-16.17,170.134,0.138,57,1/12/2009,"['alternative dance', 'art pop', 'dark pop', 'electronica', 'neo-synthpop', 'swedish electropop', 'swedish synth', 'swedish synthpop']"
Jahara,Teebs,0.697,0.367,0.811,0.639,0.0404,0.26,-5.261,86.797,0.54,20,11/7/2011,"['abstract beats', 'instrumental hip hop', 'wonky']"
Surgeon,St. Vincent,0.0963,0.496,0.724,0.0261,0.0433,0.118,-7.964,139.913,0.369,37,9/12/2011,"['art pop', 'etherpop', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']"
Do You Remember,The Horrors,0.0672,0.298,0.977,0.0307,0.167,0.249,-5.056,105.91,0.146,16,4/21/2009,"['alternative dance', 'deep gothic post-punk', 'essex indie', 'garage rock', 'grave wave', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave', 'noise pop', 'nu gaze', 'shoegaze']"
Dog House Boogie,Seasick Steve,0.989,0.47,0.445,0.33,0.038,0.167,-7.599,132.295,0.349,32,10/8/2006,"['country blues', 'modern blues', 'texas blues']"
Feels Like We Only Go Backwards,Tame Impala,0.0277,0.303,0.9,0.635,0.0574,0.11,-2.352,149.508,0.491,78,1/1/2012,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']"
Glory Box,Portishead,0.177,0.51,0.434,0.516,0.0361,0.0603,-10.004,119.695,0.207,75,1/1/1994,"['alternative rock', 'art pop', 'dark pop', 'electronica', 'laboratorio', 'trip hop']"
Golden Dawn,Goat,0.00172,0.382,0.896,0.854,0.0515,0.0488,-2.952,123.157,0.648,42,8/20/2012,"['neo-psychedelic', 'psychedelic doom', 'swedish psychedelic rock']"
Late Night,Foals,0.0225,0.87,0.701,0.479,0.0485,0.104,-7.385,121.988,0.195,58,10/9/2020,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'oxford indie', 'shimmer pop']"
Ruby,Ali Farka Touré,0.802,0.361,0.31,0.687,0.0398,0.128,-12.102,177.659,0.408,50,2/22/2010,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'world']"
Same Dream China,Gold Panda,0.446,0.578,0.953,0.688,0.0343,0.0942,-3.956,124.967,0.508,23,9/7/2010,"['chillwave', 'electronica', 'future garage', 'indietronica', 'microhouse', 'wonky']"
Sleep Deprivation,Simian Mobile Disco,0.00448,0.675,0.803,0.66,0.0459,0.126,-6.893,130.247,0.108,33,1/1/2007,"['alternative dance', 'electrofox', 'electronica', 'filter house', 'indietronica', 'neo-synthpop', 'new rave']"
Watch the Corners,Dinosaur Jr.,0.0997,0.265,0.943,0.00357,0.106,0.12,-4.202,131.158,0.347,31,9/18/2012,"['alternative rock', 'lo-fi', 'noise pop', 'noise rock', 'permanent wave', 'power pop']"
White Noise,Disclosure,0.0103,0.683,0.845,0.000108,0.051,0.345,-6.17,119.966,0.874,55,6/3/2013,"['edm', 'house', 'indietronica', 'uk dance']"
Fight The Power,Public Enemy,0.00484,0.797,0.582,2.04E-06,0.255,0.517,-12.97,105.974,0.415,56,4/10/1990,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
Hold On,Alabama Shakes,0.206,0.575,0.666,0.341,0.0301,0.0852,-5.425,88.311,0.546,64,12/9/2022,"['alabama indie', 'modern blues rock', 'rock']"
If You Want Me To Stay,Sly & The Family Stone,0.28,0.843,0.48,0.000782,0.0492,0.108,-11.574,101.993,0.762,67,6/30/1973,"['classic soul', 'funk', 'funk rock', 'p funk', 'psychedelic soul', 'soul', 'southern soul']"
Kemosabe,Everything Everything,0.251,0.587,0.728,0.0104,0.0545,0.551,-6.003,173.989,0.707,42,1/14/2013,"['british indie rock', 'experimental pop', 'modern rock', 'new rave', 'northern irish indie', 'shimmer pop']"
Kouma,Rokia Traoré,0.511,0.513,0.668,0,0.0382,0.0614,-5.693,90.642,0.73,18,4/1/2013,"['afropop', 'malian blues', 'mande pop', 'world']"
Movin' on Up,Primal Scream,0.0846,0.508,0.808,0.000727,0.0403,0.0719,-12.496,94.255,0.209,49,9/23/1991,"['alternative rock', 'britpop', 'dance rock', 'scottish indie']"
Sympathy For The Devil,The Rolling Stones,0.518,0.702,0.668,0,0.214,0.0588,-9.237,116.063,0.561,75,12/6/1968,"['album rock', 'british invasion', 'classic rock', 'rock']"
The Ride Pt. 2,Calexico,0.219,0.772,0.492,0.00102,0.0302,0.383,-11.278,122.208,0.588,8,11/23/2018,"['alternative country', 'chamber pop', 'roots rock', 'tucson indie']"
Youth,Daughter,0.885,0.386,0.528,0.00559,0.0436,0.117,-11.291,146.412,0.388,62,1/1/2013,['shimmer pop']
1901,Phoenix,0.0601,0.59,0.829,3.99E-05,0.0419,0.19,-5.649,144.099,0.704,75,5/25/2009,"['alternative dance', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave', 'rock independant francais', 'shimmer pop']"
Across 110th Street,Bobby Womack,0.107,0.476,0.585,1.43E-05,0.0478,0.149,-14.211,110.275,0.523,62,1/1/1993,"['classic soul', 'funk', 'quiet storm', 'soul', 'southern soul']"
Any Day Will Do Fine,Michael Kiwanuka,0.626,0.522,0.377,0,0.0332,0.118,-11.692,104.968,0.374,24,1/1/2012,"['british soul', 'neo soul', 'psychedelic soul', 'soul']"
Baby I Call Hell,Deap Vally,0.000636,0.383,0.917,4.35E-05,0.195,0.409,-4.516,79.362,0.443,38,1/1/2013,['garage rock']
Cherub Rock,The Smashing Pumpkins,5.91E-06,0.382,0.867,0.581,0.0399,0.196,-7.426,87.309,0.453,64,1993,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
Heart Skipped A Beat,The xx,0.554,0.825,0.347,0.813,0.0504,0.0893,-13.148,122.742,0.511,47,8/18/2009,"['downtempo', 'dream pop', 'indietronica']"
Lonely,Steve Mason,0.245,0.477,0.738,0.00012,0.0293,0.0693,-6.987,149.965,0.629,6,3/18/2013,"['chamber psych', 'scottish singer-songwriter', 'solo wave']"
Midnight Request Line,Skream,0.00252,0.814,0.5,0.826,0.122,0.286,-14.644,139.993,0.138,37,10/30/2006,"['classic dubstep', 'future garage', 'uk bass']"
Still Love Me,Jessie Ware,0.424,0.675,0.829,0.00352,0.0449,0.361,-8.067,94.985,0.795,15,2012,"['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']"
Whoa,Earl Sweatshirt,0.00141,0.541,0.748,3.10E-06,0.31,0.322,-6.321,79.616,0.351,53,8/16/2013,"['alternative hip hop', 'drumless hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']"
Air War,Crystal Castles,0.0482,0.769,0.806,0.0625,0.0876,0.705,-3.833,120.001,0.516,45,3/18/2008,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']"
Becoming A Jackal,Villagers,0.656,0.584,0.504,7.66E-05,0.0286,0.0922,-9.502,150.044,0.56,37,5/24/2010,"['chamber pop', 'indie folk', 'irish rock']"
Brand New Day,Dizzee Rascal,0.52,0.704,0.809,0,0.13,0.152,-3.846,137.961,0.689,17,2003,"['grime', 'instrumental grime']"
Break The Spell,Rachel Zeffira,0.0067,0.475,0.754,0.94,0.0468,0.114,-8.381,128.049,0.294,3,2012,['etherpop']
Bright Tomorrow,Fuck Buttons,0.00531,0.644,0.353,0.946,0.0498,0.221,-9.383,121.961,0.022,15,3/17/2008,['bristol electronic']
Firewater,Django Django,0.0148,0.714,0.725,0.0169,0.121,0.175,-5.311,141.943,0.702,25,8/21/2012,"['alternative dance', 'electronic rock', 'indietronica', 'new rave', 'shimmer pop']"
If I Ruled the World (Imagine That),Nas,0.0474,0.879,0.564,9.43E-06,0.247,0.0519,-7.682,93.908,0.523,72,7/2/1996,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
Things Are Changin' - Live [Solo Acoustic],Gary Clark Jr.,0.903,0.734,0.311,0.016,0.0375,0.198,-9.47,85.672,0.357,44,8/8/2011,"['electric blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']"
Wide Eyes,Local Natives,0.00131,0.528,0.86,0.25,0.0397,0.251,-8.033,123.12,0.49,50,2/16/2010,"['chamber pop', 'indie rock', 'la indie', 'modern rock', 'shimmer pop', 'stomp and holler']"
Your Fine Petting Duck,Devendra Banhart,0.701,0.582,0.429,0.458,0.0623,0.114,-11.095,110.215,0.286,38,3/8/2013,"['chamber pop', 'freak folk', 'new weird america']"
Alone Again Or,Love,0.664,0.318,0.303,0.000223,0.0302,0.113,-15.572,174.254,0.226,53,1967,"['acid rock', 'folk rock', 'psychedelic rock']"
Candy Shoppe,Emeralds,0.31,0.361,0.817,0.536,0.03,0.123,-9.556,146.813,0.185,29,5/24/2010,"['ambient', 'berlin school', 'cleveland indie', 'drone', 'hauntology', 'hypnagogic pop']"
Careful Crossers,Fang Island,1.50E-06,0.201,0.843,0.787,0.0407,0.176,-5.556,153.005,0.163,12,2010,['rhode island indie']
I See My Mother,POLIÇA,0.00819,0.653,0.713,0.359,0.0381,0.147,-8.859,129.989,0.263,23,12/20/2011,['metropopolis']
Mathematics,Mos Def,0.0285,0.753,0.749,0,0.316,0.0845,-6.132,93.79,0.832,61,10/12/1999,"['conscious hip hop', 'east coast hip hop', 'hip hop']"
May-December,Mos Def,0.0164,0.825,0.679,0.838,0.05,0.0468,-7.408,91.674,0.613,41,10/12/1999,"['conscious hip hop', 'east coast hip hop', 'hip hop']"
Red Right Hand - 2011 - Remaster,Nick Cave & The Bad Seeds,0.139,0.735,0.403,0.473,0.037,0.107,-11.599,115.658,0.453,65,4/18/1994,"['alternative rock', 'chamber pop', 'permanent wave', 'singer-songwriter']"
Revival Mode,Every Time I Die,3.20E-05,0.412,0.915,0.00536,0.0619,0.379,-4.681,116.896,0.192,30,3/6/2012,"['buffalo ny metal', 'chaotic hardcore', 'melodic metalcore', 'post-hardcore', 'screamo']"
Aimless Arrow,Converge,1.89E-05,0.129,0.965,0.221,0.107,0.387,-3.087,160.965,0.242,32,10/9/2012,"['boston hardcore', 'chaotic hardcore', 'mathcore', 'metalcore', 'post-hardcore', 'post-rock', 'sludge metal']"
Anteroom,EMA,0.712,0.435,0.307,0,0.0471,0.153,-9.724,95.987,0.115,8,6/3/2011,['south dakota indie']
Deep Water,Portishead,0.987,0.709,0.0741,0.0251,0.0349,0.122,-16.567,91.311,0.383,50,1/1/2008,"['alternative rock', 'art pop', 'dark pop', 'electronica', 'laboratorio', 'trip hop']"
Die Slow,Health,9.31E-06,0.448,0.931,0.679,0.0706,0.596,-5.673,100.961,0.329,29,8/9/2009,"['grave wave', 'metropopolis', 'noise pop', 'noise rock']"
Idiot Heart,Sunset Rubdown,0.00264,0.332,0.86,0.000416,0.082,0.203,-6.604,147.245,0.682,22,6/23/2009,['quebec indie']
Machine Gun,Portishead,0.015,0.565,0.575,0.00225,0.0409,0.106,-6.116,105.12,0.0601,44,1/1/2008,"['alternative rock', 'art pop', 'dark pop', 'electronica', 'laboratorio', 'trip hop']"
Music Is Math,Boards of Canada,0.0682,0.532,0.799,0.932,0.0416,0.467,-11.028,99.985,0.115,46,2/19/2002,"['electronica', 'indietronica', 'intelligent dance music', 'scottish electronic', 'trip hop']"
Oceania,Björk,0.494,0.635,0.603,0,0.091,0.231,-8.366,99.926,0.488,33,8/31/2004,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
Skeng,The Bug,0.0383,0.703,0.766,0.000504,0.23,0.328,-6.867,139.879,0.571,40,6/30/2008,"['classic dubstep', 'dub metal', 'illbient', 'trip hop']"
Speak In Rounds,Grizzly Bear,0.128,0.543,0.878,0.027,0.0426,0.119,-7.724,97.495,0.558,33,9/17/2012,"['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america']"
Stick To My Side,Pantha Du Prince,0.00456,0.699,0.495,0.655,0.0707,0.215,-15.341,124.015,0.387,12,2/9/2010,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno']"
Ape Dos Mil,Glassjaw,0.0101,0.333,0.851,0,0.0948,0.277,-5.293,108.25,0.44,46,7/9/2002,"['emo', 'long island punk', 'post-hardcore', 'screamo']"
Bizness,tUnE-yArDs,0.194,0.76,0.76,0.00174,0.0508,0.113,-5.964,111.018,0.637,45,4/18/2011,"['art pop', 'indie rock', 'one-person band', 'shimmer pop']"
Meltdown,King Midas Sound,0.0968,0.737,0.462,0.801,0.0669,0.0745,-12.364,139.965,0.5,10,7/1/2014,['dub metal']
Platform Blues,Pavement,0.0346,0.354,0.53,0.124,0.0533,0.121,-11.307,117.482,0.178,27,6/8/1999,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']"
Sittin’ Here,Dizzee Rascal,0.573,0.823,0.862,1.86E-06,0.18,0.179,-5.47,162.011,0.627,18,2003,"['grime', 'instrumental grime']"
The Healer,Erykah Badu,0.00142,0.783,0.395,0.0338,0.162,0.368,-10.249,90.172,0.277,54,2/26/2007,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']"
Tornado Of Souls,Megadeth,0.00203,0.519,0.982,0.00055,0.108,0.0971,-3.547,97.745,0.361,67,10/4/1990,"['alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
Who's Lovin' You,Jackson 5,0.935,0.385,0.26,0.0705,0.0297,0.279,-9.013,81.02,0.223,21,7/28/2009,"['motown', 'soul']"
Back From the Grave,Chromatics,0.238,0.654,0.884,0.835,0.0321,0.0832,-7.027,124.02,0.878,34,3/26/2012,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'electronica', 'indietronica', 'modern dream pop', 'neo-synthpop']"
Banna Ba Modimo,BLK JKS,0.000769,0.163,0.907,0.0255,0.095,0.0846,-4.517,77.343,0.441,1,9/8/2009,['south african rock']
Eighteen,Forward Russia,6.61E-05,0.483,0.967,0.00048,0.0677,0.278,-3.643,159.336,0.778,3,9/18/2006,"['british indie rock', 'leeds indie']"
Get Innocuous!,LCD Soundsystem,0.0105,0.696,0.963,0.857,0.0398,0.0872,-6.625,118.01,0.574,48,3/12/2007,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']"
Hotwax,Beck,0.0665,0.74,0.698,0.00474,0.102,0.123,-8.171,87.297,0.575,40,6/18/1996,"['alternative rock', 'anti-folk', 'permanent wave', 'rock']"
In Fiction,ISIS,0.0731,0.412,0.603,0.811,0.0327,0.56,-9.207,120.429,0.114,28,2004,"['atmospheric post-metal', 'atmospheric sludge', 'drone metal', 'post-metal', 'post-rock', 'sludge metal', 'stoner metal']"
One Armed Scissor,At The Drive-In,0.0501,0.255,0.932,3.46E-05,0.158,0.642,-4.167,162.467,0.228,51,2000,"['dance-punk', 'el paso indie', 'emo', 'garage rock', 'post-hardcore']"
Phony Rappers,A Tribe Called Quest,0.317,0.904,0.63,0,0.294,0.0962,-6.291,94.953,0.526,40,7/30/1996,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']"
Punchbag,The Bees,0.621,0.529,0.495,0.249,0.0254,0.138,-9.65,86.608,0.19,29,2/1/2001,"['acid rock', 'british indie rock', 'isle of wight indie']"
Tears Are Not Enough,ABC,0.508,0.677,0.943,0.00151,0.0808,0.179,-6.069,118.365,0.88,38,6/21/1982,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
The Bad In Each Other,Feist,0.196,0.404,0.629,0.0393,0.0487,0.125,-5.315,132.407,0.267,34,1/1/2011,"['art pop', 'canadian indie', 'canadian pop', 'chamber pop', 'indie pop', 'indie rock']"
Aidys Girl Is a Computer,Darkstar,0.0112,0.75,0.727,0.639,0.0489,0.133,-5.549,135.016,0.165,1,10/19/2009,['wonky']
Before I Move Off,Mount Kimbie,0.57,0.805,0.642,0.303,0.439,0.169,-5.589,104.856,0.658,38,7/19/2010,"['electra', 'electronica', 'future garage', 'indie soul', 'indietronica', 'wonky']"
Echoes,Washed Out,0.0625,0.568,0.941,0.934,0.0561,0.102,-9.671,120.002,0.695,33,7/12/2011,"['chillwave', 'indietronica', 'neo-synthpop']"
Fistful Of Steel,Rage Against The Machine,0.0191,0.529,0.827,0.195,0.114,0.0938,-6.413,155.529,0.585,51,1992,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']"
Hell Of A Life,Kanye West,0.00142,0.449,0.813,0.000172,0.129,0.106,-5.478,177.962,0.452,69,11/22/2010,"['chicago rap', 'hip hop', 'rap']"
Living It Out,Planningtorock,0.52,0.769,0.8,0.0535,0.0413,0.126,-6.6,119.989,0.439,27,5/23/2011,['electroclash']
Sultans of Satan,Kvelertak,9.09E-06,0.275,0.892,0.532,0.0638,0.361,-4.055,136.926,0.441,27,10/3/2011,"[""black 'n' roll"", 'black thrash', 'norwegian metal', 'norwegian rock', 'rogaland musikk']"
The French Open,Foals,0.00448,0.745,0.767,0.12,0.0604,0.115,-6.386,145.679,0.681,36,3/23/2008,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'oxford indie', 'shimmer pop']"
We Want War,These New Puritans,0.0417,0.621,0.597,0.478,0.0419,0.23,-8.309,100.019,0.194,26,1/18/2010,"['essex indie', 'grave wave']"
You Don'T Know Jesus,Mogwai,0.0189,0.212,0.489,0.388,0.0387,0.1,-6.948,157.729,0.035,26,4/30/2001,"['british post-rock', 'compositional ambient', 'cosmic post-rock', 'dream pop', 'electronica', 'indie rock', 'instrumental post-rock', 'post-rock', 'scottish rock']"
Bag It,Peaches,0.00165,0.925,0.641,0.0361,0.145,0.0692,-8.235,137.975,0.855,16,8/15/2003,"['alternative dance', 'dance-punk', 'electroclash', 'escape room', 'neo-synthpop', 'new rave']"
Cowboys - L.P. Version,Fugees,0.11,0.709,0.519,0,0.222,0.333,-10.326,89.917,0.321,19,3/25/2003,"['east coast hip hop', 'hip hop', 'neo soul', 'new jersey rap']"
Cry Me a River,Justin Timberlake,0.577,0.624,0.654,0,0.183,0.104,-6.582,73.898,0.564,77,11/4/2002,"['dance pop', 'pop']"
French Exit,The Antlers,0.55,0.597,0.511,0.919,0.0277,0.131,-8.279,105.003,0.316,26,5/10/2011,"['brooklyn indie', 'chamber pop', 'indie rock', 'melancholia']"
Get Miles,Gomez,0.000142,0.317,0.54,0.000108,0.038,0.104,-10.539,81.873,0.157,29,1/1/1998,['britpop']
Goodbye (with Soap & Skin),Apparat,0.444,0.469,0.449,0.565,0.0512,0.334,-14.377,87.111,0.19,42,9/27/2011,"['ambient pop', 'electronica', 'glitch', 'indietronica', 'trip hop']"
How Many?,How To Dress Well,0.879,0.539,0.472,0.000226,0.0564,0.103,-11.139,125.355,0.439,5,9/18/2012,"['art pop', 'chillwave', 'metropopolis']"
How Sweet It Is (To Be Loved By You),Marvin Gaye,0.323,0.653,0.49,4.13E-06,0.0408,0.0832,-10.106,110.202,0.963,62,1965,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']"
River Euphrates (Remastered),Pixies,0.00114,0.524,0.691,0.000921,0.0376,0.265,-11.251,125.424,0.574,44,3/21/1988,"['alternative rock', 'boston rock', 'permanent wave', 'rock']"
Shadow Committee,Grammatics,0.0217,0.532,0.474,4.59E-06,0.0461,0.194,-7.999,132.005,0.192,8,3/22/2009,"['leeds indie', 'math pop']"
Trainwreck,Mastodon,0.000104,0.266,0.951,0.807,0.161,0.4,-6.041,134.136,0.17,26,5/28/2002,"['alternative metal', 'atlanta metal', 'metal', 'progressive groove metal', 'progressive sludge', 'sludge metal', 'stoner metal', 'stoner rock']"
43% Burnt,The Dillinger Escape Plan,6.02E-05,0.349,0.925,0.000312,0.157,0.0577,-6.767,138.946,0.282,39,9/28/1999,"['american metalcore', 'mathcore', 'new jersey hardcore', 'new jersey punk', 'post-hardcore', 'post-metal']"
Angel Of Death,Slayer,0.000119,0.332,0.994,0.322,0.137,0.142,-4.336,106.086,0.0829,60,1/1/1986,"['alternative metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
Blood and Thunder,Mastodon,8.58E-06,0.364,0.935,0.729,0.0724,0.0317,-6.548,92.717,0.478,63,8/31/2004,"['alternative metal', 'atlanta metal', 'metal', 'progressive groove metal', 'progressive sludge', 'sludge metal', 'stoner metal', 'stoner rock']"
Carpe Diem,Will Haven,0.000419,0.141,0.922,0.827,0.0973,0.381,-5.522,80.106,0.0829,22,2001,['sludgecore']
Dancers To A Discordant System,Meshuggah,2.41E-05,0.256,0.996,0.904,0.0908,0.181,-5.405,93.486,0.141,39,3/7/2008,"['alternative metal', 'djent', 'groove metal', 'metal', 'nu metal', 'progressive groove metal', 'swedish metal', 'technical groove metal', 'technical thrash']"
Illunis,Rolo Tomassi,0.00119,0.204,0.888,0.000575,0.0835,0.357,-5.835,146.147,0.0968,8,11/4/2012,"['chaotic hardcore', 'cybergrind', 'mathcore', 'nintendocore', 'uk metalcore', 'uk post-hardcore']"
"Nurse, Would You Please Prep the Patient for Sexual Doctor",Daughters,0.00484,0.431,0.939,0.97,0.194,0.385,-6.101,142.79,0.328,20,8/12/2003,"['experimental rock', 'noise rock', 'rhode island indie']"
Rocket Skates,Deftones,1.57E-06,0.129,0.951,0.88,0.117,0.0854,-4.922,76.343,0.203,56,2008,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']"
Surprise! You're Dead!,Faith No More,2.28E-05,0.493,0.938,0.0159,0.0819,0.121,-7.221,94.655,0.707,46,1989,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Thaw,Converge,7.59E-06,0.181,0.986,0.0511,0.161,0.126,-4.115,153.454,0.149,30,2001,"['boston hardcore', 'chaotic hardcore', 'mathcore', 'metalcore', 'post-hardcore', 'post-rock', 'sludge metal']"
Walk,Pantera,0.000155,0.43,0.704,0.00221,0.0804,0.0933,-8.008,118.242,0.703,76,2/21/1992,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']"
Devotion,Jessie Ware,0.321,0.559,0.582,0.702,0.0457,0.0913,-10.633,156.071,0.361,20,2012,"['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']"
